content,score
行程拖拉，也没比自行出游便宜，住宿是合作的民宿，到七点多才安排到住宿地方，房间一般，没办法还只能在民宿那里吃饭，吃住一体，可能这就是跟团吧,1
感觉很可以哦,1
总体来说不怎么样，暗消费比较多，想到来的是普陀山这样的地方就不计较太多了,1
行程满意，导游讲解的也很详细，就是住宿体验太差,1
房间小，住宿条件差强人意,1
普陀山之行，郭导还不错，回来车子坏在杭州湾大桥过了一个多小时还没车子来接，从看日落等到外面乌漆嘛黑，司机也没给个交代，也没说什么时候有车子来接，慢长的等待,1
极差的体验，第一次见到这么差的团，刚启程，就后悔。,1
这次过来，2个小导游很可爱很漂亮，讲解和服务都很好，不啰嗦，不拖拉，干脆利落，一路过来导游还是很满意的，唯独住宿不好，太吵了。,1
车子坏在杭州湾大桥不闻不问，一颗星都不想给,1
旅行整个安排很好，导游认真负责，讲解到位。住宿除了房间小点，整体还是蛮干净的。跟团旅游省心省事。,1
不太好！！,1
弘扬佛法，行程圆满，服务到位,1
住宿最差的一次、服务最差的一次,1
还不错一直想去的,1
王导很专业，满满的正能量。安排得紧凑却有秩序，点个赞吧！今天中午这顿团餐，我们全体拉肚子！怎么回事？对饭店没有额外要求，最基本的卫生也没有吗？请导游关注是否还有其他旅客拉肚子。导游本人服务是可以的，希望这条评论不会令导游难堪。,1
住宿太差，香火贵了好几倍,1
总体评价还可以,1
导游在调剂安排时不顾游客的个人感受,1
只能讲一般，有点乱，农家乐住宿差，朱导还行，回程从1点30到7点半到达上海南站，有点无语，跟团游不靠谱！,1
出发是从松江上车，客服人员通知7:40等候，7:50发车；结果车7:35到了（正好在附近的卫生间），然后司机就态度不好，还说耽误了行程；路上还在反复说由我们耽误了行程；后来住宿调整了，但是早餐却分三六九等，给我们的是儿童票（早餐不含鸡蛋）；整体来说不怎么满意,1
除了佛顶山是自行前去的，其他想去的寺庙行程中都有安排，小郭导游带队，讲解得很好。对住宿和膳食不是很满意，而且同个团队的小伙伴问了几个都是400多订的，有个跟我订了一样的含餐团，***网只要400多，我这个600多估计是全团最贵的价格了。很迷……我往后翻了两个月都没这么高的价格，感觉很坑。,1
导游讲解细心周到，较前几次相比，这次住宿条件差一点路程远，要多花二十车，本想下船买些特产什么的，让路过服务区在买，省钱了，最后还是要感谢导游送的小礼物,1
导游服务很好，住的地方差劲，晚上吃饭的地方是虫虫小筑，饭菜很贵，贵就贵但是很难吃！,1
百忙之中规划了舟山普陀岛两日游。在携程网站报名舟山佛海旅行社。兴致勃勃的去了被骗了。周五早上从上海到普陀岛，应该周六离岛回上海，正好赶上了17号台风，旅行社说周六停航如果周六必须回上海就得周五当天提前离开普陀岛周六才能从舟山回上海。只好与一部分人提前离开，到了舟山。结果周六旅行社说高速封路不能回上海。只能周日与普陀山回来的人一起回上海，延误一天。非常非常坚定的相信了旅行社。没想到同游的人竟然看到滴滴打车能走高速。就是说高速有一个桥，大客限行，其他车辆正常行驶。而旅行社为了一次性周日一起接回普陀岛和舟山的人，周六就谎称封路我们这些放弃普陀岛旅游的人即使已经到舟山也不接我们回上海。我们只有四个人，随便一个车都能把我们送回上海，但他们就是假借台风名义，谎称高速已经封路。实在没想到在舟山这个全国闻名的文明城市里，竟然有这么“文明”的旅游项目。听说过靠山吃山靠海吃海，没想到舟山佛海旅行社，竟然把台风开发成了赚钱的又一个项目。,1
因台风原因，并未出行，但系统没有提示，只有一个号称旅行团的人致电过来说行程改期，无法核实，携程也没有任何的提示或是告知，事后在app的订单上也没有任何的行程调整，体验非常糟糕！,1
我们这次出去总的来说很满意，吃的住的，整个行程都是真的好满意，很满意，比我想象的要好，西城这次组织的不错，导游也不错,1
史上最差旅行团！！！没有之一！！！整个行程安排乱到极致！两位导游，一位男的导游姓毛，算是总的领队，另一位是副导游，女的，两个人带一个并不算大的团队，都带不好！游客在行程中都预定了住宿地，但晚上到达后，当地民宿却一度为住宿房间为难，整个行程全部以参佛为主，其他一个景点都不逛，我知道普陀山是佛教圣地，但并不是说参佛结束的游客其他地方就不玩了，但导游却一门心思带着大家紧赶慢赶的上山参佛，完全不顾队里的老年人是否跟得上，两位导游估计是家里没有老年人的吧，或者从来带团队里都没有老年人，否则不会这么像赶集一样！！整个行程吃饭时间也是醉了！！每次吃饭时间不到半小时，餐厅里吃饭的人很多，排队买饭就要占用一大半时间了，到吃的时候基本就是狼吞虎咽！！连上个厕所或者倒个茶的时间都没有！！我们之前也跟过好几个旅行团，但没有一个像这样的！！！如果要用节假日来找借口，那么去年我们十月国庆节去了江西婺源，整个行程的导游洪涛一个人管理安排ABC三条线路，而且行程也比较复杂，都没有像这两位导游一样！！最后再说一个很搞笑的地方，这么差的旅行团居然还要我们写好评，条件是送我们一串佛珠，我们稀奇你这串佛珠？！,1
导游讲解不错，风景也很好，车队太差，差一分钟不等人，导致我们自行前往。,1
第一，导游很赶时间。第二，可以看看景区里多处放有的提醒牌。整体感觉很一般很一般很一般。但是景点还是可以的。,1
整体一般般，团嘛，期望不要太高，该坑的地方，总得坑点。负责我们的两位导游，一个黑脸，姓赵，负责讲解和凶人，风格是，你们都闭嘴，给我听好了，我说过的话不要让我重复第二遍，一个白脸，负责后勤，挺温柔的。行程比较赶，诚心拜佛的，想多看看风景的，不建议来。强制消费是没有的，虽然有引导，有诱导，有威胁，有欺骗，但是没有强迫。有个很有意思的事，第二天行程走到一半，到了集合时间，去报到时，赵黑脸会给你一个劣质塑料手链，然后命令你打开携程app，当着他的面打五星好评。当时我想，1原来刷分这么玩儿的呢，2我如果拒绝，我会不会被针对？当你们看到这篇点评时，我还活着。我骗了他们说已经给了五星好评，然后偷摸的记录了他们的恶行……,1
赵导讲解的很好。就是住宿不满意，我一个人住的，当初在付团费时房差就补了，结果住的不是网上订的虫虫小筑，说是虫虫住满了，把我带到另外一个不知道哪里的名宿，房间很小，只能一个人住，卫生间头也抬不起来，还漏水。来过三次普陀山了，这次住的最差。,1
不满意。由于开鱼节，我们被安排提前一小时离开岛，那为什么不能提前巴士发车？解释说是一切都要按照时间点来。那为什么还要安排逛购物点？还说不吃团餐就要去购物点。这不是强迫购物嘛？总得来说可以，最后这个安排实在是一塌糊涂！,1
旅游团按排的太差，导游讲解不尽责尽力，随便讲一下，不跟团讲解，自己在门口休息，不???导游客如何烧香拜佛，一个非常不称职的导游!,1
给爸妈订的团，行程和游乐项目他们基本满意。住的民宿客栈太差了！回来就给我脸色！,1
感觉被忽悠了，说什么海景房住宿，全***的。,1
王导（穿着绿色披肩，景点讲解的那位）还不错的，一路都比较负责。徐导游就一般了。路程中该有的套路都有，但是不强迫，也不会因为你中不中招给你看脸色，反正王导工作很负责最后从紫竹林走回码头，王导让徐导带我们走过去，徐导游把我们拉到边上说了路线就让我们自己走了还有准备回上海大家上车，碰到素质差阿姨jinmin，她的前座把椅子放倒让她没法坐，她也把椅子放倒让别人没法坐，一开始好好和她说她就态度特别差，典型“自己不好过让别人也不好过”，还不让人说她素质差，做人的基本道理都不懂就不要出来了，别人素质差你不能素质差啊？笑死人了。话讲不通想找导游协调，导游根本不管这事也是醉了。,1
这次出行的感觉不太好，1.此团中老年人巨多，刚出门的时候就已经觉得拖沓，于是自行离团了，小交通20块和回来的船票30块都是自己支付的，也就算了，我少50块也不会穷，他们多50块也不会富，只不过挣这样的钱不知道会不会昧良心。至于行程安排不知，导游讲解也不知道，故不做评论。2.住宿。住在巨远的索道民宿，房东和饭店的服务态度奇差，点菜的时候第一次看到服务员对着顾客凶，如果在上海，这家店大概开不过一天，番茄炒蛋28，不知名的鱼95一斤，花菜28……味道还可以，态度不是一般的查；再说住宿的地方，还算干净，其实一夜安眠都也不会有差评。我是不跟团，一大早大概6点多就是声音巨大的砸门声，不知道的还以为土匪来了，实在恐怖，可以说是惊魂了，隔音也差，本想睡个懒觉的，也只能在巨大的砸门声中惊醒。打开窗帘房东竟然在楼下向我房间内观望，有种被监视的感觉，甚是恐怖。另外，民宿不提供毛巾，真的是……当然提供了我也不会用。总之，此行除了我自己走的行程和拜的菩萨比较顺心之外，其他的也就只能呵呵了……还有刷牙杯不干净，幸好出门有带洗漱用品的习惯,1
总的行程安排比较空闲，有点浪费时间，导游讲解比较全面负责，最不满意的是住宿，行程介绍是如愿精品客栈但是实际入住是如意客栈，问过导游解释是同一家，这个解释我也是醉了，行程介绍靠海精品客栈，什么靠海，压根看不见海，而且房间很严重发霉味儿隔音也极差，携程本来很信的，这次真的很失望,1
上了车导演都没有安排好，好多位子都没有人坐，都说有人，一会叫我去后面坐一会叫我去前面坐，站了很久都没有调出来，过了很久终于调出来了，让我坐下来了，最后面一个乘客上来了又说位置是她的，还说站的位，和导游说好了的，就连导游也欺负我还说我年轻非要我坐到最后面去，我本来就晕车，还让我最到了最后面....,1
元旦拜佛、天气好、气氛浓郁。但是导游的组织能力不够、拜佛时间20左右、出来等团队人员时间20分钟以上、有时等半小时都有。虽然根本原因是团队人员不遵守时间、但是作为组织人员应该具有对应方法。每次大多数人等那么几个不遵守时间的人而耽误时间。刚开始还想“大家出来玩不容易。理解理解”到每次等时间的延长、最后的忍无可忍了。一分钱一分货、便宜没好货、这句话是真理。,1
风景不错行程还是比较空余住宿不是很满意,1
预订价格高出同时期其他报价不少，但食宿却很一般。,1
一次十分糟糕的跟团体验，主要问题如下：1、住宿环境存在虚假宣传：实际住宿环境和网站上挂出来的照片有天壤之别，住宿房间十分狭窄不说，关键很脏…房间和卫生间有蟑螂和大型蚂蚁，床头柜和电视柜上都是灰，杯子和床单也有一股霉味，完全就是很差的那种农家住宿2、导游让买的香火贵的离谱：导游带我们去一家商家买的香超级超级贵，200支一盒的香居然要298元（一支香要1.5元…），一对小香烛要198元，当时没反应过来，后来去了寺庙里的法务流通处才发现原来200支左右一桶的香只需要30元，真是被那商家和旅行社狠狠的斩了一刀3、该退的款没退：行程包含了3次岛内公交费用，从南海观音回码头原本是应该做公交的，导游说路比较近，等公交的人也多，建议大家走过去，说选择走过去的会每人退5元，于是就选择走路过去了，但之后导游却迟迟不提退款之事，每次问导游都说是过会再退，但直到最后乘上返程大巴时也一直没提，于是再去问导游，这才给退，导游说他是忘了，所以最后其他没有盯着导游退款的人都没有拿到退款，我们团选择走路的预计有20人左右，这部分该退没退的款项是不是导游可以私吞了？所以导游到底是真的忘退款还是故意忘记就不得而知了4、导游的讲解简略,1
这次行程安排很好，导游小李，小陶很负责。就是住宿的房间较小，不是很干净。,1
我是跟团二日游，店家表明没自费的项目，处餐费自理外。但在第一天就让我们自己买车票十元，一共二次二十元，还有去法雨寺门票是自己买五元。个人认为店家信任度不够，既然没自理的旅游，为什么会有费用产生？？？有点遗憾！,1
超载站了一个多小时，问司机就说10分8分。坐在这种车上真是拿自己的生命开玩笑，被骗,1
住宿太差了！不过普陀山的景很美，香火很旺盛！只为祈求，所以就不要要求高了！导游有的时候找不到～不过大巴车很好,1
天气太热了导游讲得比较啰嗦总体还算可以吧,1
感觉很一般，行程安排得一般。可以走更多景点的,1
喜欢赵导，下次换个旅行社。酒店不行，5点起来看??。挺赶的,1
坑！！之前玩的还挺好的，虽然农家乐插座门都是坏的，因为导游不错就忍了，but回程就没人管了！说好的1点集合1点30回程，车一直不来，也没有人管，30多度我们几十号人站在太阳下一直等，导游也不告诉确切时间，就让我们晒到中暑！等了40分钟，车好不容易来了，车上莫名其妙多了人，导致我们没座位。上来一个旅行社的人发脾气，还吵架，还砸东西，还赶我们全下车！！全车人都燥起来了，他说投诉好了，然后就开始踢***桶示威，还骂人，说你们花这么点钱还想干嘛！你们是来烧香还是扯犊子的！！我只想说我们不是花钱买气受的！,1
房间非常差，隔音差，门已经在里面锁了睡觉，打扫房间的人是可以自己拿钥匙开门从外面进来的，看到里面有人，嘴巴里就说了句原来有人的，一句对不起也没有。半夜甚至有人开窗。房间根本没有评价的那么好。其他用车和导游都很好。三颗星全是给他们的。,1
民宿条件一般，连吹风机都没有，被褥也不是很干净，特别是吃饭太坑了，在岛上导游推荐在哪里住就在那里吃饭，我们听了，结果一条黄鱼三斤二两花了四百块钱，我们两大一小，吃了一条黄鱼和一盘贝壳，花了近500块钱，鱼还没有确认就摔死了，实在太坑了，老板还很凶，一晚上跟四五个人吵架了。导游介绍还可以，态度也挺好，行程有点赶，下次还是自由行吧。,1
导游带去的餐馆卫生条件实在不敢恭维，说出来真让人***，早餐鸡蛋上还有鸡屎，我让老板给换了一个，但还是没有吃。临近桌上有个女游客，说鸡蛋臭了……真的很***。（导游说这个餐馆跟他们有合作）,1
行程用车和拼团两个问题让人很恼火。车太差，座起来超级不舒服，从上海出发，去程有堵车，回程基本不堵车，单程平均6个小时，并不是宣称的4个小时，司机态度很不好，停车场让开下空调，说是开车以后才给开，都快把人闷死，此外车上卫生极其差，我座位前面还有别人吃剩下的***，更加郁闷的是，车座位安全带有缺陷，去的时候安全带少一节，回来时还得自己拴上，不是扣进去；拼团严重，本来一个团就很大，到最后将近50来个人吧，评了好几个团队的人，我看导游都快累惨了，旅游公司简直是太没有人道主义了。住宿，农家乐，别叫什么农家乐了，我加了价钱，住单间，结果在一个餐厅二楼，没有窗户，满屋油烟味道，上厕所的马桶得侧着身子蹲，否则进不去。这就是现状，自己还要掏车费从景点到农家乐，不爽。,1
先说这趟旅行介绍的详情里面标明押金300，结果旅途实际为押金500，还不能支付宝，只能微信。详情里滑雪五件套包括：滑雪服，滑雪裤，雪靴，雪板，雪仗，但是头盔，护目镜，手套要另租，一起是60块钱。有近视眼的朋友，要么滑之前戴隐形，不然护目镜根本框不住眼睛，非常鸡肋，根本用不了，这些细节提前没人告知????‍♀️……然后再说说行程安排，第一天去往木鱼镇酒店入住前，会先带我们去拿滑雪服，裤，头盔，护目镜，手套。大巴那个人座位就那么点，每个人的行李也不少，那一大坨滑雪的东西根本没位置放，车坐的难受????第二天滑雪安排，3个小时根本滑不到，水分大，我们第二天九点20到滑雪场停车口，导游说12:20必须集合在车上，也就是说这3个小时从大巴停车开始算起，我们真正滑雪时间也就2个小时，如果朋友们只是去拍照也就算了，如果是真心想滑雪就很亏，大老远从武汉来，路上奔波，就安排这点滑雪时间？？安排很不合理好吗。,1
全程的跟团导游还算负责的，挺辛苦，给她个鼓励吧。景不错，餐饮有特色管够………尤其要提醒各位的是，尤其是上到神农祭坛的时候，看看景色就好和感叹大自然的鬼斧神工，还有强大的祭祀传统文化魅力就好，其他活动真心不要参与。呵呵，跟上转场的当地导游，听讲解就好，没必要像学生一样乖乖去做一些事情。敬畏大自然，敬畏所有宇宙未知神力，保有我们初心就好????,1
一直都在大巴车上，晕车的人会比较累,1
冲着三峡大瀑布去的，突然就去不成了说是临时检查旅行社也不给改签车票把一堆人扔在火车站就走了在火车站硬座五个小时吃饭需要另外收费每人一餐40除了吃的还行对此次旅行真心很失望,1
跟团没太多意思，最好自驾去玩，还是很不错的，但是路有点险，全是盘山公路，新手司机就别考虑自驾了，太危险了。滑雪不错，很好，值得推荐,1
去玩的时候还好，因为车票是你们旅行社订的嘛，去的票订的早也就算了，回去的票定在了八点十分，然后回去的时候6点半就到了宜昌东车站，当时改签的时候我给导游打了电话，因为想要提前回家，所以准备改更贵一点的提前的车，导游说旅行社会把原来的票价票按原来的付款渠道还给我，一个星期之内就会还回来，结果到了现在也没看到把原来的钱还回来，想当于就是自己多花钱买票回家，所以我提醒其他看到这个的人注意，这个旅行社有点坑的,1
行程上安排不好，武汉这边到宜昌11点就到了但是导游那边1点车子才能来，周围又没有什么可玩了逛的，傻呆了两个小时，然后滑雪时间实际只有2个多小时根本没有玩好，回来动车时间也比较晚改签沟通了半天，要讲几次废话觉得沟通得累,1
强制租滑雪装备,1
滑雪行程还不错，司机师傅也很给力，比上次去时要快多了，导游讲解很一般，语言组织能力都没有，嗓门很大，完全不考虑车上乘客疲惫的旅程，出门玩就是为了休闲度假的，又不是老年团。,1
除非是冬季滑雪，错误的时间过去就剩下两个字，无聊,1
还行，就是订票有些不合理，故意订的太晚了，另外一个旅行社的滑雪时间是5小时，结果回来的比我们还早半小时，行程不合理,1
旅游线路感觉一般吧，不太满意的是导游订的团餐味道不好，而且导游有误导要大家加入团餐，说在山上吃的东西很贵，随便点个青菜都要三四十元，荤菜就更加贵了，事实根本就不是这样的。,1
总的来说还好，就是去乘动车时没赶上车，而联系当地的旅行社竟然不给改签，因出不了票所以自己又不能改签，到后来自己额外出钱又买了一张票，到达后又打的士一路紧追才上团车。孩子买了票也没给座位很让我不满。回来后***退了小孩的座位票给我。大过年心情好好的整得我一头包,1
春节去玩的整体来说两天一夜最期待的是滑雪最好玩的就是滑雪感觉除了滑雪其他时间都在坐车虽然还参观了情人泉完全不怎么样遗憾没到最大的滑雪场天气原因改了行程不值抱团的价避开节假日玩应该比较划得来毕竟什么吃的都不包只包了一个早饭滑雪的时间还不及坐车的十分之一坐到屁股痛了好几天才缓过神来,1
此条旅游线路的游览时间只有半天，其余时间都是坐船坐车，比较浪费时间，酒店早上还停水了，无法洗漱。如果游玩时间比较紧，不建议选此线路。餐很简单，105三顿另付钱。,1
整个行程几乎都是在交通工具上，坐动车，坐船，坐大巴车，真正玩的时间就半天。第二天回武汉的动车票是晚上9点半的，回到武汉都晚上12点过了，太晚了。行程无任何亮点，都是5个小景点，连神龙架的招牌神农祭坛都不在行程中，来回武汉花了将近一天的时间，景区参观加起来不到3小时，有种被忽悠的感觉，别人问我都不好意思说去过神龙架还有不包伙食的，要交35元每人每餐，第一餐就是船上的食堂盒饭，菜很差，吃完之后盘子就放那种***桶里。晚上和第二天中午在木鱼镇一个食堂吃的，还过的去，住的神龙山庄酒店还可以，酒店早餐也可以。乘船有2层，一层大厅免费的，但靠窗的位置一桌100元，二楼一桌180元。同样的行程，同一个团的，在途牛网预订的就要便宜几十元。携程就是贵。,1
预定的时候概要上面写的车程6个半小时，结果每天的车程都不止6个半小时！！！都坐疼了。这也就算了，每天的团餐都是冷的，唯一的热菜鱼火锅里面的鱼还是死鱼做的。导游看起来很尽职，但是说实话能力不够，处理问题很混乱，经常不说集合地点，弄得很多团友吃完饭以后到处在街边找车子，而我们却坐在车里面等他们等半个多小时。,1
时间安排成问题，各种等待，各种坑。早上五点起来说滑雪场排队。可等导游等了2个多小时。导游素质成问题。因为没有吃40/人的团餐。被安排到比别人差的酒店。气愤。,1
"在宜昌市区到座船的路上导游说两天的中餐和第一天晚餐不包含在团费里面，可以自己在外面吃，但是得快速解决，因为时间行程紧不能让其它人吃完的都等你还不一定吃得好，如果导游安排就是35一餐，三餐一共105一个人,说每餐都有火锅都当地的特色菜，绝对比你在外面吃得好。导游都这么说了，也就只能交钱让导游安排了。11点上船后就开始发午餐35元就是青菜+胡萝卜炒肉，吃完后船还没开继续等等等……原定11:30开的船一直停在码头问导游说为什么不开船，导游就说还在等几个人12点不到准时开船,过了12点全船的人都在催开船，终于那几个人12:10赶上了船，晚餐八菜一汤只有一个汤是肉菜其它都是素的，可能由于大家都饿了也就没介意。第二天中餐实在是忍受不了啦，10人一桌，每人35，一桌350元，就7素1肉1汤，大家都在骂。吃完就往码头赶，原本以为全程无购物挺好，结果在回程的船上还是有购物的环节。傍晚到了宜昌三峡码头，导游又说如果大巴走市区到宜昌东站就得100分钟左右，如果走高速就只要65分钟，但得给司机15元的过路费，好吧不给大巴司机这15元车还不开了，只到把这15元过路费收齐了车才开",1
神农架景色不错，但旅行社服务不怎么样，第一天武汉的导游订的九点多到宜昌的票，宜昌的旅行社要求八点半到，还让我自己跟武汉的导游联系，被推来推去；山上的酒店服务也差，早餐发鸡蛋也不告诉别人鸡蛋烫手，不小心掉地上了让再给一个，服务员说发不发要看他的心情；家人晕车让司机帮忙打开后窗也遭到拒绝；第二天回程推销茶叶，不买就给脸色看，感觉携程合作的旅行社砸了携程的招牌,1
预定的两天行程，结果因为什么兴山县修路不让旅游大巴车走，硬是把我们在游船上困了3个小时左右，导致第一天哪里也没去成。第二天本来游玩后，本来时间很充裕，去火车站坐车根本不要赶，结果又是因为道路的问题，把我们在路上困了1个多小时，好在让我们在开车前十分钟到达宜昌东站。本来两天的时间就不多，可是在路上就被你们这样浪费了四五个小时，我不懂你们安排行程前为什么就没有掌握好路况。总之这次的游玩，让我觉得不是在车上就是在船上，没有旅行的感觉。,1
"風景不錯,行程安排也行,就是酒店不太乾淨,回程火車票安排太差,七點就到宜昌站,給的是9點多的票,還告訴我們滿座了只有這個時間,後來我自己去改簽是還有一堆其他車次的",1
